Study_Code,Sample_ID,Date,Start_Time,Time_zone,Sampler_Organization,Associated_Site,Sampler_Name,Stream_Name,Stream_Order,City,State_or_Province,Country,General_Vegetation,Weather,Hydrogeomorphology,River_Gradient,Intermittent_or_Perennial,Sediment,Distance_DS.and.MS_meters,Distance_MS.and.US_meters,US_Latitude_dec.deg,US_Longitude_dec.deg,US_Water.Column.Height_cm,US_Depositional.Type,US_Algal.Mat.Coverage,US_Macrophyte.Coverage,US_Sunlight.Access_Perc.Canopy.Cover,MS_Latitude_dec.deg,MS_Longitude_dec.deg,MS_Water.Column.Height_cm,MS_Depositional.Type,MS_Algal.Mat.Coverage,MS_Macrophyte.Coverage,MS_Sunlight.Access_Perc.Canopy.Cover,DS_Latitude_dec.deg,DS_Longitude_dec.deg,DS_Water.Column.Height_cm,DS_Depositional.Type,DS_Algal.Mat.Coverage,DS_Macrophyte.Coverage,DS_Sunlight.Access_Perc.Canopy.Cover,SW_pH,DO_perc.sat,DO_mg.per.L,SW_Temp_degC,Approx.Distance.From.Gauge_meters,Discharge_Link,US.or.DS.of.Gauge,Gauge_Latitude_dec.deg,Gauge_Longitude_dec.deg,Primary.Sources.Flow.Variation,Met.Station.Nearby,Met.Station,Precipitation.Within.Week,Number.Days.Since.Precip,Dam.Upstream.Site,Dam,Contamination.Source.Upstream,Contamination.Source,Water.Quality.Data.Available,Water.Quality.Data,Known.Data,Published.Work.On.Site,Published.Work,Notes
WHONDRS_S19S,S19S_0066,18-Aug-19,13:10,MST,University of New Mexico,NA,Peter Regier,Rio Grande,7,Albuquerque,New Mexico,USA,Shrub. Grass,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,10,10,35.198601,-106.643074,5,Shallow waters near the shore,Low,Low,No or almost no direct sunlight (>80% canopy cover),35.198511,-106.643131,10,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),35.19845,-106.643178,9,Downstream from obstacles,No,No,Full sunlight (0-20% canopy cover),6.5,Not_Provided,Not_Provided,31.2,100,https://waterdata.usgs.gov/nwis/uv?site_no=08329918,Upstream,35.19772,-106.6428,Natural flow (seasonal). Dam (hydropower or other). Evapotranspiration,Yes,https://waterdata.usgs.gov/nwis/uv?08329900 - USGS precip gauge at North Diversion Channel outflow,Yes,7,Yes multiple,30000 (approx) to Angostura diversion dam,Yes,WWTP effluent for cities of Rio Rancho and Bernalillo - not sure on distances. but approx. 10 and 20 miles maybe?,No,Not_Provided,Not_Provided,No,Not_Provided,Were unable to filter three replicates. so only sending in two replicates.  Because filter was clogged. was not able to send in the 80 mL sample.  Note: samples taken on one side of a large sandbar that divides the river.
WHONDRS_S19S,S19S_0067,12-Aug-19,11:00,EDT,Kellogg Biological Station/Michigan State University,NSF Long Term Ecological Research (LTER) site: Kellogg Biological Station,David Weed,Augusta Creek,3,Hickory Corners,Michigan,USA,Shrub. Grass,Overcast,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),10,22,42.39193,-85.35402,2 to 6,Inside bend of a stream,No,Low,Accessible direct sunlight (20-50% canopy cover),42.39201,-85.354,5 to 25,Inside bend of a stream,No,Low,Full sunlight (0-20% canopy cover),42.3921,-85.35412,3 to 13,Inside bend of a stream,No,No,Accessible direct sunlight (20-50% canopy cover),7.5,104.4,9.17,20.63,4308,https://waterdata.usgs.gov/nwis/inventory/?site_no=04105700&agency_cd=USGS,Upstream,42.353333,-85.353889,Natural flow (seasonal),Yes,KBS LTER. https://lter.kbs.msu.edu/datatables/12,Yes,4,No,Not_Provided,No,Not_Provided,Yes,very limited anion. cation. nutrient. field measurement data (SpC. O2. etc.),SpC range: 470-535uS/cm. Ca: 67-70mg/L. Mg: 19.5-20mg/L. Na: 4.3-5.5mg/L. K:  0.48-1.3mg/L.  Data range covers two samplings in 1996 and two samplings in past five years.,No,Not_Provided,Site is over 4km north/upstream of USGS gauging station with only one tributary (Ransom Creek) in between.  Discharge correction factor of 0.89 used to remove mean tributary discharge contribution.  i.e. USGS discharge of Augusta Creek on 12 Aug 2019 = 33 ft3/s = 0.93 m3/s.  Corrected for Ransom Creek. discharge at C Avenue site = 0.83 m3/s
WHONDRS_S19S,S19S_0068,12-Aug-19,15:09,PDT,Indiana University,USDA Forest Service Experimental Forest site: HJ Andrews,Skuyler Herzog,Watershed 01 stream,3,Blue River,Oregon,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Multi-channel,Relatively steep gradient (e.g. mountainous or hilly terrain),Intermittent,Gravel/cobble (>2mm),7.5,7,44.207269,-122.257915,2,Pool lip,No,No,No or almost no direct sunlight (>80% canopy cover),44.207273,-122.257913,3,Downstream from obstacles,No,No,No or almost no direct sunlight (>80% canopy cover),44.207316,-122.258091,2,Shallow waters near the shore,No,No,No or almost no direct sunlight (>80% canopy cover),6,Not_Provided,Not_Provided,14.7,10,https://andrewsforest.oregonstate.edu/sites/default/files/lter/data/weather/portal/GSWS01/data/index.html,Upstream,44.208517,-122.256831,Natural flow (seasonal). Evapotranspiration,Yes,PRIMET https://andrewsforest.oregonstate.edu/sites/default/files/lter/data/weather/portal/PRIMET/data/index.html,Yes,1,No,Not_Provided,No,Not_Provided,Yes,EC. Temp. major cations & anions,EC = 65.3 uS/cm. Temp = 14.7 degC,Yes,Not_Provided,Flow is permanent at the gauge but spatially intermittent. --- Step-pool morphology. --- Downstream location was approximately 10m upstream from WS01 weir crest. which is visible in S19S_0068-down.jpg. --- Only ~10cm of tape measure are visible in S19S_0068-sedup.jpg. but the 10cm label is visible
WHONDRS_S19S,S19S_0069,12-Aug-19,9:30,PDT,US Forest Service,USDA Forest Service Experimental Watershed site: Caspar Creek,Tyler Kappen and Katherine McCredie,North Fork Caspar Creek ,1,Ft. Bragg,California,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),27,17.5,39.362343,-123.734848,5.5,Pool lip,No,No,Partial direct sunlight (50-80% canopy cover),39.362129,-123.734753,4,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),39.362202,-123.735151,5,Inside bend of a stream,No,No,Partial direct sunlight (50-80% canopy cover),6.5,Not_Provided,Not_Provided,15,15,Not_Provided,Upstream,Not_Provided,Not_Provided,Natural flow (seasonal),Yes,MET1(No Link),Yes,3,No,Not_Provided,Yes,Legacy logging. sediment,Yes,Turbidity. water temp,Not_Provided,Yes,https://www.fs.fed.us/psw/topics/water/caspar/,Upstream site is above newly formed log jam. Redwood coastal creek. all sites upstream of sediment settling pond
WHONDRS_S19S,S19S_0070,12-Aug-19,13:10,PDT,US Forest Service,USDA Forest Service Experimental Watershed site: Caspar Creek,Tyler Kappen and Katherine McCredie,South Fork Caspar Creek ,1,Ft. Bragg,California,USA,Needleleaf evergreen tree. Broadleaf evergreen tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),25,29,39.339682,-123.752011,4,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),39.339892,-123.752441,6,Riffle,No,No,Partial direct sunlight (50-80% canopy cover),39.339914,-123.752414,5.5,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),6.5,Not_Provided,Not_Provided,16,25,Not_Provided,Upstream,Not_Provided,Not_Provided,Natural flow (seasonal),Yes,MET1 (No Link),Yes,3,No,Not_Provided,Yes,Logging in last year/legacy logging,Yes,Turbidity,NA,Yes,https://www.fs.fed.us/psw/topics/water/caspar/,Upstream of sediment settling pond. Redwood coastal creek. subwatersheds in this watersheds were lagged in the last year at varying variable retention rates.
WHONDRS_S19S,S19S_0071,12-Aug-19,11:00,MDT,Boulder Creek CZO,NSF Critical Zone Observatory (CZO) site: Boulder Creek,Dillon Ragar,Gordon Creek,1,Nederland,Colorado,USA,Needleleaf deciduous tree. Grass,Sunny,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Intermittent,Gravel/cobble (>2mm),11,6.83,40.0129961,-105.4588818,8.2,Pool lip,Low,High,Partial direct sunlight (50-80% canopy cover),40.0128376,-105.4589026,10,Downstream from obstacles,Low,High,No or almost no direct sunlight (>80% canopy cover),40.012917,-105.458575,9,Pool lip,Low,High,No or almost no direct sunlight (>80% canopy cover),7,Not_Provided,Not_Provided,11.5,10,https://criticalzone.org/boulder/data/dataset/2918/,Upstream,40.012989,-105.4585063,Natural flow (seasonal). Evapotranspiration,Yes,GGL_SF_Met   https://criticalzone.org/boulder/data/dataset/2889/,Yes,1,No,Not_Provided,No,Not_Provided,Yes,Alkalinity. pH. ions. DOC,Cations: 2009 - Current. SpC: 2011-Current. SpC currently being updated. ,Yes,https://criticalzone.org/boulder/publications/,YSI pH meter: 7.69 (Downstream). *One of the 4mL vials broke when capped. no sample collected. 
WHONDRS_S19S,S19S_0072,12-Aug-19,12:00,EDT,Plum Island Ecosystems LTER,NSF Long Term Ecological Research (LTER) site: Plum Island Ecosystems,Andrew Robison and Sarah Bower,Sawmill Brook,1,Burlington,Massachusettes,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,21.7,26.6,42.5233858,-71.1854501,16,Inside bend of a stream,No,No,Partial direct sunlight (50-80% canopy cover),42.5235479,-71.18851406,21,Inside bend of a stream,No,No,Partial direct sunlight (50-80% canopy cover),42.5235645,-71.1848201,19,Pool lip,No,No,Partial direct sunlight (50-80% canopy cover),6,87.4,8.19,18.5,2,Not_Provided,Upstream,42.523563,-71.184828,Natural flow (seasonal),No,Not_Provided,Yes,2,No,Not_Provided,Not_Provided,Not_Provided,Yes,Specific conductivity. anions. cations. DOC. etc.,https://pie-lter.ecosystems.mbl.edu/data?keys=&field_core_areas_tid=All&field_station_keywords_ter_tid=768,Yes,https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.6786; https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2009WR008222; https://www.sciencedirect.com/science/article/pii/S002216941930263X; https://link.springer.com/article/10.1007/s10021-005-0178-3; https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2009WR008222; https://link.springer.com/article/10.1007/s10533-014-9998-6; https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2004WR003172; https://link.springer.com/article/10.1007/s10533-014-9993-y,Stream drains developed landscape (i.e.. surburban) in northeast US. so high conductivity normal as a result of heavy road salting. 
WHONDRS_S19S,S19S_0073,12-Aug-19,8:05,EDT,Plum Island Ecosystems LTER,NSF Long Term Ecological Research (LTER) site: Plum Island Ecosystems,Andrew Robison & Sarah Bower,Cart Creek,1,Newbury,Massachusettes,USA,Broadleaf deciduous tree. Shrub,Partly cloudy,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),30.1,33.8,42.7696832,-70.9168932,7,Inside bend of a stream,No,No,No or almost no direct sunlight (>80% canopy cover),42.7694593,-70.9167967,32,Pool lip,No,No,No or almost no direct sunlight (>80% canopy cover),42.7688065,-70.9164986,32,Pool lip,No,No,No or almost no direct sunlight (>80% canopy cover),6.5,66.2,6.41,16.9,2,Not_Provided,Downstream,42.769456,-70.916793,Natural flow (seasonal),No,Not_Provided,No,4,No,Not_Provided,Not_Provided,Not_Provided,Yes,Conductivity. cations. anions. DOC,https://pie-lter.ecosystems.mbl.edu/data?keys=&field_core_areas_tid=All&field_station_keywords_ter_tid=768,Yes,https://link.springer.com/article/10.1007/s10021-005-0178-3; https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2009WR008222; https://www.journals.uchicago.edu/doi/abs/10.1899/08-183.1; https://link.springer.com/article/10.1007/s10533-014-9998-6; https://aslopubs.onlinelibrary.wiley.com/doi/abs/10.4319/lo.2013.58.4.1271,Eighth unfiltered water sample not collected. Beaver are present in the upper watershed. with the lowest dam about 500m upstream of the sampling locations
WHONDRS_S19S,S19S_0074,5-Aug-19,8:27,PDT,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,Columbia,8,Richland,Washington,USA,Shrub,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,10,10,46.376327,-119.272955,23,Shallow waters near the shore,No,No,Full sunlight (0-20% canopy cover),46.376303,-119.272953,23,Shallow waters near the shore,No,No,Full sunlight (0-20% canopy cover),46.376172,-119.272998,23,Shallow waters near the shore,No,No,Full sunlight (0-20% canopy cover),6.5,Not_Provided,Not_Provided,11,95,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Dam (hydropower or other),Yes,Hanford 300A Met Station; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,Not_Provided,Yes one,Priest Rapids Dam,No,Not_Provided,Yes,Data from Peeper Beach,Not_Provided,Yes,Not_Provided,Water dropped significantly during sampling.  After sed sampling. new water column measurements were taken: D: 6 cm. M: 6 cm. U: 3 cm
WHONDRS_S19S,S19S_0075,6-Aug-19,10:20,PDT,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,Columbia,8,Richland,Washington,USA,Shrub. Grass,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),10,10,46.694858,-119.465706,33,Shallow waters near the shore,No,Low,Full sunlight (0-20% canopy cover),46.694842,-119.465591,37,Shallow waters near the shore,No,Low,Full sunlight (0-20% canopy cover),46.694742,-119.465555,28,Shallow waters near the shore,No,Low,Full sunlight (0-20% canopy cover),6.5,Not_Provided,Not_Provided,11,40,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Dam (hydropower or other),Yes,Hanford Site 300A Met; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,Not_Provided,Yes one,Priest Rapids Dam to 100H (north) Main Channel,No,Not_Provided,Yes,Flux tools. piezometers. thermistors?,Not_Provided,Yes,Not_Provided,Water rose rapidly during sampling.  Unable to take new measurements of water column at flags. but sediment samples came from approx 20 cm depth in line with flag locations.
WHONDRS_S19S,S19S_0076,6-Aug-19,12:40,PDT,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,Columbia,8,Richland,Washington,USA,Grass,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Silt/mud (<0.0625mm),10,10,46.679398,-119.462645,26,Shallow waters near the shore,No,Low,Full sunlight (0-20% canopy cover),46.679318,-119.46257,26,Shallow waters near the shore,No,Low,Full sunlight (0-20% canopy cover),46.679191,-119.462605,27,Shallow waters near the shore,No,Low,Full sunlight (0-20% canopy cover),6.5,Not_Provided,Not_Provided,14,40,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Dam (hydropower or other),Yes,Hanford Met Station; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,Not_Provided,Yes one,Priest Rapids Dam to 100H Slough,No,Not_Provided,Yes,Thermistor?. flux tool. piezometers,Not_Provided,Yes,Not_Provided,Water rose slightly during sampling.  The flow out of the slough changed from going downstream of site to upstream with rising river level causing the water to be stirred up with sediment.  Water samples were taken while water direction flowing downward of site. 
WHONDRS_S19S,S19S_0077,18-Aug-19,13:00,MDT,Colorado State University,NA,Mike Wilkins,Cache La Poudre,6,Fort Collins,Colorado,USA,Shrub. Grass,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),35,50,40.664703,-105.224786,29,Shallow waters near the shore,No,No,Full sunlight (0-20% canopy cover),40.664282,-105.223622,23,Riffle,No,No,Full sunlight (0-20% canopy cover),40.66403,-105.223141,16,Downstream from obstacles,No,No,Full sunlight (0-20% canopy cover),6.5,Not_Provided,Not_Provided,18,20,https://dwr.state.co.us/surfacewater/data/detail_graph.aspx?ID=CLAFTCCO&MTYPE=DISCHRG,Not_Provided,40.66453,-105.224214,Natural flow (seasonal),Yes,https://dwr.state.co.us/surfacewater/data/detail_graph.aspx?ID=CLAFTCCO&MTYPE=DISCHRG,No,Not_Provided,No,Not_Provided,No,Not_Provided,No,Not_Provided,Not_Provided,No,Not_Provided,Temperature reading may not be 100% accurate - we had issues with our thermometer. Sampling locations were both upstream and downstream of the gauging station
WHONDRS_S19S,S19S_0078,6-Sep-19,14:00,PDT,Oregon State University,NA,Rick Colwell,Little Wolf Creek,2,Tyee,Oregon,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Sand,12,14,43.43138889,-123.5855556,30,Downstream from obstacles,No,No,Accessible direct sunlight (20-50% canopy cover),43.43138889,-123.5855556,30,Shallow waters near the shore,No,No,Accessible direct sunlight (20-50% canopy cover),43.43138889,-123.5855556,10,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),7,Not_Provided,Not_Provided,19,0,https://waterdata.usgs.gov/nwis/inventory/?site_no=14320934&agency_cd=USGS,Downstream,43.43138889,-123.5855556,Natural flow (seasonal),Yes,Roseburg OR; https://w1.weather.gov/data/obhistory/KRBG.html,No,Not_Provided,No,Not_Provided,No,Not_Provided,No,Not_Provided,Not_Provided,No,Not_Provided,Note that the three sample sites were located exactly at the location of the Little Wolf Creek USGS gauging station
WHONDRS_S19S,S19S_0079,6-Sep-19,11:45,PDT,Oregon State University,NA,Rick Colwell,Umpqua,6,Elkton,Oregon,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,14,15,43.6367,-123.5719,19,Downstream from obstacles,High,Low,Full sunlight (0-20% canopy cover),43.6368,-123.572,46,Downstream from obstacles,High,Low,Full sunlight (0-20% canopy cover),43.6369,-123.5721,48,Downstream from obstacles,High,Low,Full sunlight (0-20% canopy cover),7.5-8,Not_Provided,Not_Provided,18-20,13230,https://waterdata.usgs.gov/nwis/inventory/?site_no=14321000&agency_cd=USGS,Downstream,43.58611111,-123.5541667,Natural flow (seasonal),Yes,Roseburg OR; https://w1.weather.gov/data/obhistory/KRBG.html,No,Not_Provided,No,Not_Provided,Yes,Roseburg. OR; agricultural and logging ,No,Not_Provided,Not_Provided,No,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0080,20-Aug-19,8:00,Not_Provided,University of New Mexico,NSF Long Term Ecological Research (LTER) site: Sevilleta,Dave Van Horn,Rio Grande,7,South Valley,New Mexico,USA,Broadleaf deciduous tree. Shrub,Not_Provided,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Not_Provided,Silt/mud (<0.0625mm),10,10,34.950903,-106.681382,10,Pool lip,Low,No,Full sunlight (0-20% canopy cover),34.950833,-106.681271,5,Pool lip,Low,No,Full sunlight (0-20% canopy cover),34.950811,-106.681374,10,Pool lip,Low,No,Full sunlight (0-20% canopy cover),8.11,76.9,6.66,22.7,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Both filters broke - was able to filter samples but not preserve filters
WHONDRS_S19S,S19S_0081,19-Aug-19,10:30,EDT,Pacific Northwest National Laboratory,NA,Stephanie Pennington,Northeast Branch of Anacostia,4,Riverdale,Maryland,USA,Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),20,20,38.9603293,-76.9259674,23.5,Inside bend of a stream,No,No,Full sunlight (0-20% canopy cover),38.96027778,-76.92611111,14.5,Pool lip,No,No,Full sunlight (0-20% canopy cover),38.960004,-76.9261495,19.5,Pool lip,No,No,Full sunlight (0-20% canopy cover),6.5,Not_Provided,Not_Provided,27,50,https://waterdata.usgs.gov/nwis/uv?site_no=01649500,Upstream,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Yes,2,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Sediment D1 is mid and D2 is down; We were using an outdated protocol and subsequently missed a few steps. D1 sediment is mid sediment + RNALater. D2 is down sediment + RNALater. 2 orange tubes unused and plastic bottle unused (wasn't in old protocol?)
WHONDRS_S19S,S19S_0082,19-Aug-19,17:00,EDT,Pacific Northwest National Laboratory,NA,Ben Bond-Lamberty,Muddy Creek,3,Edgewater,Maryland,USA,Grass,Overcast,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),12,12,38.8749661,-76.5464942,60,Marsh,No,High,Full sunlight (0-20% canopy cover),38.8748139,-76.5464751,40,Marsh,No,High,Full sunlight (0-20% canopy cover),38.8748619,-76.5465418,40,Marsh,No,High,Full sunlight (0-20% canopy cover),7,Not_Provided,Not_Provided,31.4,10,Not_Provided,Downstream,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Yes,1,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,60ml syringe broke  at  outlet
WHONDRS_S19S,S19S_0083,19-Aug-19,10:35,CDT,University of Illinois at Urbana-Champaign,NSF Critical Zone Observatory (CZO) site: Intensively Managed Landscapes,Alison Anders,Sangamon,5,Fisher,Illinois,USA,Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,10,10,40.31083,-88.3227,5.5,Downstream from obstacles,No,No,Partial direct sunlight (50-80% canopy cover),40.31083,-88.3227,6,Shallow waters near the shore,No,Low,No or almost no direct sunlight (>80% canopy cover),40.31083,-88.3227,7,Shallow waters near the shore,No,Low,Accessible direct sunlight (20-50% canopy cover),7.5,Not_Provided,Not_Provided,25.4,20,https://waterdata.usgs.gov/nwis/uv/?site_no=05570910&agency_cd=USGS,Downstream,40.31056,-88.32222,Natural flow (seasonal). Evapotranspiration,Yes,Weather station at Sald Creek Near Farmer City IL https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=401340088393801,Yes,2,No,Not_Provided,Yes,Agricultural runoff throughout the basin,Yes,https://nwis.waterdata.usgs.gov/nwis/qwdata/?site_no=05570910&agency_cd=USGS&amp;,Not_Provided,No,Not_Provided,sunny. hot and humid
WHONDRS_S19S,S19S_0084,19-Aug-19,13:36,EDT,US Forest Service,USDA Forest Service Experimental Forest site: HJ Andrews,John Campbell,Watershed 3 stream,1,North Woodstock,New Hampshire,USA,Broadleaf deciduous tree,Partly cloudy. On the fringe of a thunder storm with light rain for about 10 minutes,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),14,14,43.954722,-71.722778,12,Pool lip,No,No,No or almost no direct sunlight (>80% canopy cover),43.954722,-71.722778,16,Pool lip,No,No,No or almost no direct sunlight (>80% canopy cover),43.954722,-71.722778,10,Pool lip,No,No,No or almost no direct sunlight (>80% canopy cover),6,Not_Provided,Not_Provided,17.2,15,https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=1,Upstream,43.955,-71.7223,Natural flow (seasonal),Yes,Rain Gage 4  https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=13,Yes,0,No,Not_Provided,No,Not_Provided,Yes,Cations. Anions. DOC. DON. etc.,https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-hbr.208.2,Yes,Likens. G. E. 2013. Biogeochemistry of a Forested Ecosystem. Third edition. Springer. New York.,Not_Provided
WHONDRS_S19S,S19S_0085,19-Aug-19,12:30,MDT,Boise State University,NA,Allison Vincent and Caroline Nash,Mores Creek,5,Idaho City,Idaho,USA,Broadleaf deciduous tree. Shrub,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),22.9,16,43.64819,-115.98891,6.75,Shallow waters near the shore,No,Low,Full sunlight (0-20% canopy cover),43.64815,-115.98908,8.25,Shallow waters near the shore,No,Low,Accessible direct sunlight (20-50% canopy cover),43.6479639,-115.9902503,8.5,Nearshore of upstream end of sandy vegetated point bar,No,Low,Partial direct sunlight (50-80% canopy cover),7,Not_Provided,Not_Provided,Not_Provided,0,https://waterdata.usgs.gov/id/nwis/uv?site_no=13200000,Downstream,43.64805556,-115.9897222,Natural flow (seasonal). Dam (hydropower or other). Irrigation pumping,Yes,BOISE 12.5 ENE. ID US. https://www.ncdc.noaa.gov/cdo-web/datasets/GHCND/stations/GHCND:US1IDBS0001/detail,No,Not_Provided,No,Not_Provided,Yes,Pivot-irrigated agriculture upstream; no obvious visual signs of contamination but potential for it. ,Yes,Temperature. conductivity,http://mapcase.deq.idaho.gov/wq2014/scripts/adb2014.aspx?WBIDSEGID=ID17050112SW009_06,No,Not_Provided,Upstream of backwater to Lucky Peak Dam; downstream of nearby agricultural use (hay. alfalfa); recent flooding evidenced by severely damaged bridge. rafted debris high on vegetated bar. 
WHONDRS_S19S,S19S_0086,19-Aug-19,11:00,MDT,University of Utah,NA,Jennifer Follstad Shah,Red Butte Creek,3,Salt Lake City,Utah,USA,Broadleaf deciduous tree. Shrub,Sunny,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),15,30,40.7801,-111.8054,5,Pool lip,Low,Low,Accessible direct sunlight (20-50% canopy cover),40.7799,-111.8054,7,Shallow waters near the shore,Low,No,No or almost no direct sunlight (>80% canopy cover),40.7797,-111.8064,8,Shallow waters near the shore,Low,Low,No or almost no direct sunlight (>80% canopy cover),8,Not_Provided,Not_Provided,11.5,25,https://waterdata.usgs.gov/usa/nwis/uv?10172200,Downstream,40.78,-111.8053,Natural flow (seasonal). Evapotranspiration,Yes,Red Butte Creek above reservoir - this data is still being collected although the visualization only shows data through 2018 (please contact dave.eiriksson at utah.edu for final data); http://data.iutahepscor.org/mdf/river_info/iUTAH_RedButte_OD/RB_ARBR_C/,No,Not_Provided,No,Not_Provided,No,This is a Research Natural Area managed by the Forest Service - no public access,Yes,pH. temp. DO. specific conductance. turbidity. chl a. phycocyanin. fDOM,Gabor et al. 2017 Env Sci Tech,Yes,"Hall. S.J. et al. 2016. Stream Nitrogen Inputs Reflect Groundwater Across a Snowmelt-Dominated Montane to Urban Watershed. Env Sci Tech; Gabor. R.S. et al. 2017. Persistent Urban Influence on Surface Water Quality via Impacted
Groundwater. Env Sci Tech ",My assistant accidentally opened the non-acidified amber vial for 2 seconds. She did not touch the septum. We proceeded to fill the vial and send it with the other samples. We were able to fill all replicate samples and were still able to push another 720 ml of water through the filter. We could have pushed another 60-120 ml through (maybe moreWHON). I hope we captured enough microbial biomass. Our downstream site was below the USGS gage. while the mid and upstream sites were above the USGS gage.
